"Konto"
"101000"
"105000"
"105002"
"105090"
"105092"
"108001"
"108002"
"108003"
"108004"
"109002"
"109003"
"109004"
"109900"
"110000"
"110002"
"110005"
"111500"
"112019"
"112050"
"113031"
"113033"
"114001"
"115000"
"115001"
"115003"
"116001"
"116002"
"116501"
"116504"
"116511"
"117009"
"117011"
"117025"
"118500"
"119500"
"119507"
"124001"
"127000"
"142900"
"147017"
"147060"
"147070"
"159000"
"172900"
"173000"
"127000"
"127004"
"137000"
"142900"
"147000"
"172900"
"147070"
"101000"
"101081"
"101082"
"104000"
"105000"
"105002"
"109002"
"109900"
"111500"
"112050"
"114001"
"116002"
"118500"
"119507"
"120018"
"135007"
"142900"
"147080"
"150006"
"165000"
"172900"
"162020"
"159000"
"159000"
"105002"
"105092"
"108001"
"108002"
"108004"
"109900"
"110005"
"111500"
"116001"
"116002"
"117009"
"117011"
"138000"
"142900"
"172900"
"135000"
"137000"
"138000"
"142900"
"172900"
"101000"
"104000"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"110002"
"110004"
"110005"
"111500"
"111501"
"112050"
"113031"
"113033"
"114005"
"115000"
"115001"
"115003"
"116001"
"116002"
"116511"
"117009"
"117011"
"118500"
"119507"
"122000"
"124001"
"127000"
"127004"
"137000"
"142900"
"162020"
"171000"
"172900"
"177000"
"112000"
"142900"
"172900"
"101000"
"101012"
"101081"
"101082"
"104000"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"110002"
"110004"
"110005"
"111500"
"112000"
"112013"
"112050"
"113031"
"113033"
"114004"
"115000"
"115001"
"115003"
"116001"
"116002"
"116511"
"117009"
"117011"
"117025"
"118500"
"119507"
"124001"
"127000"
"135000"
"137000"
"142900"
"162000"
"165005"
"171000"
"172900"
"173002"
"177000"
"101000"
"101012"
"102000"
"104000"
"105002"
"105090"
"109002"
"109004"
"109900"
"110003"
"110005"
"112050"
"113031"
"113033"
"115001"
"116002"
"116511"
"117009"
"118500"
"142900"
"165005"
"171000"
"172900"
"101000"
"101070"
"105002"
"105090"
"105092"
"109002"
"109003"
"109004"
"109900"
"110005"
"113030"
"113031"
"116001"
"116002"
"118500"
"142900"
"171000"
"172900"
"177005"
"111500"
"101000"
"101009"
"101021"
"101070"
"101099"
"103090"
"104000"
"105002"
"105008"
"105090"
"105092"
"109002"
"109004"
"109900"
"110000"
"110003"
"110004"
"110005"
"111500"
"111501"
"112000"
"112010"
"112014"
"112022"
"112050"
"113000"
"113010"
"113030"
"113031"
"113032"
"113070"
"113080"
"114000"
"114001"
"114002"
"115000"
"115001"
"115003"
"116001"
"116002"
"117000"
"117001"
"117005"
"117009"
"117010"
"117011"
"117012"
"118000"
"118001"
"118500"
"118520"
"118521"
"119001"
"119507"
"119520"
"120001"
"120007"
"120018"
"120020"
"121002"
"123005"
"123027"
"124000"
"124001"
"124002"
"124021"
"124024"
"124025"
"126000"
"127000"
"127001"
"135001"
"135004"
"142900"
"150000"
"150006"
"159000"
"162000"
"165000"
"165005"
"170003"
"171000"
"171002"
"172900"
"173002"
"175000"
"177000"
"124001"
"127000"
"142900"
"159000"
"172900"
"175000"
"124001"
"142900"
"172900"
"101000"
"104000"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"110003"
"110005"
"112000"
"112013"
"112050"
"113031"
"115000"
"115001"
"115003"
"116001"
"116002"
"116511"
"117009"
"117012"
"117025"
"118500"
"119500"
"119507"
"122000"
"124000"
"124001"
"127000"
"133000"
"135000"
"142900"
"150006"
"159000"
"172900"
"112070"
"112071"
"113070"
"119500"
"119520"
"122000"
"138000"
"142900"
"159000"
"162020"
"162099"
"172900"
"177000"
"101000"
"102000"
"104000"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"110000"
"110002"
"110004"
"110504"
"111500"
"112000"
"112020"
"112022"
"112050"
"113031"
"114002"
"115000"
"115001"
"115002"
"115003"
"116001"
"116002"
"116511"
"117009"
"117010"
"117011"
"118500"
"119520"
"120001"
"122000"
"124000"
"124001"
"127000"
"135000"
"137000"
"142900"
"145000"
"147000"
"147017"
"150006"
"155000"
"159000"
"171000"
"172900"
"175000"
"195000"
"101000"
"104000"
"109002"
"109004"
"109900"
"110000"
"110001"
"110002"
"110005"
"111500"
"112050"
"113010"
"113030"
"113031"
"113070"
"114001"
"115000"
"118500"
"119500"
"119507"
"122000"
"124000"
"124001"
"127000"
"135000"
"142900"
"162099"
"165000"
"172900"
"175000"
"177000"
"101000"
"104000"
"105002"
"109002"
"109004"
"109900"
"110004"
"110005"
"111500"
"112013"
"112050"
"113030"
"113033"
"115001"
"115003"
"116002"
"117009"
"117011"
"118500"
"122000"
"124001"
"135000"
"137000"
"138000"
"142900"
"148000"
"159000"
"172900"
"101000"
"105002"
"105090"
"109002"
"109004"
"109900"
"113031"
"116002"
"116511"
"117009"
"118500"
"124001"
"130000"
"142900"
"165005"
"171000"
"172900"
"101000"
"102000"
"105002"
"109002"
"109004"
"109900"
"110005"
"111501"
"111503"
"111505"
"112000"
"112009"
"112017"
"113070"
"116002"
"118500"
"119520"
"120010"
"124001"
"142900"
"165001"
"165005"
"172900"
"101000"
"101012"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"111500"
"112050"
"113031"
"115003"
"116001"
"116002"
"117009"
"117011"
"118500"
"124001"
"130000"
"142900"
"170000"
"171000"
"172900"
"175000"
"101000"
"105002"
"105090"
"109002"
"109004"
"109900"
"110005"
"111500"
"112000"
"112010"
"112013"
"112022"
"112050"
"113010"
"113031"
"114001"
"115000"
"115001"
"116002"
"116511"
"117009"
"118500"
"119507"
"122000"
"124000"
"124001"
"124024"
"127000"
"137000"
"142900"
"171000"
"171002"
"172900"
"135000"
"101000"
"101099"
"105002"
"105090"
"105092"
"109002"
"109004"
"109900"
"111401"
"111500"
"112000"
"112050"
"115001"
"116001"
"116002"
"117011"
"118500"
"120001"
"124001"
"137000"
"142900"
"147017"
"171000"
"172900"
"175000"
"110005"
"142900"
"172900"
"101000"
"101070"
"101099"
"105002"
"105090"
"109002"
"109004"
"109900"
"110005"
"112011"
"112022"
"113031"
"116002"
"117009"
"118500"
"119500"
"119520"
"124001"
"142900"
"172900"
"101000"
"101099"
"102000"
"105090"
"105092"
"109002"
"109004"
"109900"
"110004"
"111401"
"112010"
"113031"
"114001"
"114002"
"115000"
"115001"
"116001"
"117009"
"117011"
"117012"
"118500"
"118511"
"119500"
"119503"
"119507"
"119520"
"120001"
"124001"
"127000"
"137000"
"142900"
"159000"
"170003"
"172900"
"101000"
"101004"
"101009"
"101070"
"101082"
"102000"
"102005"
"102006"
"103000"
"104000"
"105002"
"105008"
"105090"
"105092"
"107500"
"107520"
"109002"
"109004"
"109900"
"110000"
"110002"
"110004"
"110005"
"111000"
"111401"
"111500"
"112000"
"112002"
"112010"
"112011"
"112013"
"112017"
"112022"
"112049"
"112050"
"113031"
"114002"
"115000"
"115001"
"115003"
"116001"
